CONTRACT_KEY,EMP_CODE,CONTRACT_START_DATE,CONTRACT_END_DATE,PAID_HOURS,QUALIFDESCRIPTION
41661_20150406_20151201,41661,2015-09-02,2015-12-01,100.0,employé
41661_20150403_20151201,41661,2015-09-02,2015-12-01,100.0,employé
41661_20150227_20151201,41661,2015-09-02,2015-12-01,100.0,employé
41661_20150103_20151201,41661,2015-09-02,2015-12-01,100.0,employé
41661_20141222_20151201,41661,2015-09-02,2015-12-01,100.0,employé
41661_20140901_20151201,41661,2015-09-02,2015-12-01,100.0,employé
41661_20140801_20151201,41661,2015-09-02,2015-12-01,100.0,employé
42941_20140101_29991231,42941,2014-01-01,,100.0,employé
42962_20170101_29991231,42962,2017-01-01,,100.0,employé
42981_20140101_20210202,42981,2014-01-01,2021-02-02,100.0,employé
43001_20140101_29991231,43001,2014-01-01,,100.0,employé
43441_20170101_29991231,43441,2017-01-01,,100.0,employé
43481_20170101_29991231,43481,2017-01-01,,100.0,pensionné
43521_20160605_20140625,43521,2014-01-01,2014-06-25,100.0,employé
43521_20140101_20140625,43521,2014-01-01,2014-06-25,100.0,employé
43521_20160605_20170915,43521,2016-06-05,2017-09-15,100.0,employé
43521_20140101_20170915,43521,2016-06-05,2017-09-15,100.0,employé
43581_20160605_20140625,43581,2014-01-01,2014-06-25,100.0,employé
43581_20140101_20140625,43581,2014-01-01,2014-06-25,100.0,employé
43581_20160605_20170925,43581,2016-06-05,2017-09-25,100.0,employé
43581_20140101_20170925,43581,2016-06-05,2017-09-25,100.0,employé
43641_20160605_20140625,43641,2014-01-01,2014-06-25,100.0,employé
43641_20140101_20140625,43641,2014-01-01,2014-06-25,100.0,employé
43641_20160605_20170915,43641,2016-06-05,2017-09-15,100.0,employé
43641_20140101_20170915,43641,2016-06-05,2017-09-15,100.0,employé
43741_20160605_20140625,43741,2014-01-01,2014-06-25,100.0,employé
43741_20140101_20140625,43741,2014-01-01,2014-06-25,100.0,employé
43741_20160605_20170915,43741,2016-06-05,2017-09-15,100.0,employé
43741_20140101_20170915,43741,2016-06-05,2017-09-15,100.0,employé
43822_20171101_20171030,43822,2017-10-01,2017-10-30,100.0,employé
43822_20171001_20171030,43822,2017-10-01,2017-10-30,100.0,employé
43822_20171101_20180228,43822,2017-11-01,2018-02-28,50.0,employé
43822_20171001_20180228,43822,2017-11-01,2018-02-28,50.0,employé
43822_20171101_29991231,43822,2018-03-01,,50.0,employé
43822_20171001_29991231,43822,2018-03-01,,50.0,employé
43822_20171101_29991231,43822,2017-11-01,,50.0,employé
43822_20171001_29991231,43822,2017-11-01,,50.0,employé
43823_20150701_20171129,43823,2015-07-01,2017-11-29,100.0,employé
43823_20150701_20180228,43823,2017-12-01,2018-02-28,100.0,prépensionné
43823_20150701_29991231,43823,2018-03-01,,100.0,prépensionné
36961_20170816_20220119,36961,2017-08-16,2022-01-19,100.0,employé
36961_20150101_20220119,36961,2017-08-16,2022-01-19,100.0,employé
13741_20170411_29991231,13741,2017-03-01,,100.0,cadre catégorie a
13741_20170130_29991231,13741,2017-03-01,,100.0,cadre catégorie a
13741_20150510_29991231,13741,2017-03-01,,100.0,cadre catégorie a
13741_20150101_29991231,13741,2017-03-01,,100.0,cadre catégorie a
39561_20150101_29991231,39561,2015-01-01,,100.0,employé
40383_20160401_29991231,40383,2016-04-01,,100.0,employé
40381_20160401_29991231,40381,2016-04-01,,100.0,employé
40382_20160401_29991231,40382,2016-04-01,,100.0,employé
40384_20160401_29991231,40384,2016-04-01,,100.0,employé
40385_20160401_29991231,40385,2016-04-01,,100.0,employé
40386_20160401_20170828,40386,2016-04-01,2017-08-28,100.0,employé
40386_20160401_29991231,40386,2017-09-01,,80.0,employé
40387_20160401_20170828,40387,2016-04-01,2017-08-28,100.0,employé
40387_20160401_29991231,40387,2017-09-01,,80.0,employé
40388_20160401_20160430,40388,2016-04-01,2016-04-30,100.0,etudiant mensuel
40388_20160401_20170730,40388,2017-07-25,2017-07-30,100.0,etudiant mensuel
40388_20160401_20170930,40388,2017-09-25,2017-09-30,100.0,etudiant mensuel
40389_20170716_29991231,40389,2016-04-01,,30.0,employé
40389_20160401_29991231,40389,2016-04-01,,30.0,employé
40389_20160401_29991231,40389,2016-04-01,,30.0,employé
40389_20160401_29991231,40389,2016-04-01,,30.0,employé
40389_20170716_29991231,40389,2016-04-01,,50.0,employé
40389_20160401_29991231,40389,2016-04-01,,50.0,employé
40389_20160401_29991231,40389,2016-04-01,,50.0,employé
40389_20160401_29991231,40389,2016-04-01,,50.0,employé
40389_20170716_20170715,40389,2016-04-01,2017-07-15,20.0,employé
40389_20160401_20170715,40389,2016-04-01,2017-07-15,20.0,employé
40389_20160401_20170715,40389,2016-04-01,2017-07-15,20.0,employé
40389_20160401_20170715,40389,2016-04-01,2017-07-15,20.0,employé
40389_20170716_29991231,40389,2017-07-16,,20.0,employé
40389_20160401_29991231,40389,2017-07-16,,20.0,employé
40389_20160401_29991231,40389,2017-07-16,,20.0,employé
40389_20160401_29991231,40389,2017-07-16,,20.0,employé
40390_20170801_20170730,40390,2017-07-01,2017-07-30,100.0,employé
40390_20170701_20170730,40390,2017-07-01,2017-07-30,100.0,employé
40390_20170801_20171130,40390,2017-08-01,2017-11-30,50.0,employé
40390_20170701_20171130,40390,2017-08-01,2017-11-30,50.0,employé
40390_20170801_29991231,40390,2017-12-01,,50.0,employé
40390_20170701_29991231,40390,2017-12-01,,50.0,employé
40390_20170801_29991231,40390,2017-08-01,,50.0,employé
40390_20170701_29991231,40390,2017-08-01,,50.0,employé
40392_20150401_20170829,40392,2015-04-01,2017-08-29,100.0,employé
40392_20150401_20171130,40392,2017-09-01,2017-11-30,100.0,prépensionné
37321_20161101_29991231,37321,2016-11-01,,100.0,employé
16341_20160307_29991231,16341,2016-03-07,,100.0,cadre catégorie a
16341_20150101_29991231,16341,2016-03-07,,100.0,cadre catégorie a
40141_20170101_20170801,40141,2017-01-01,2017-08-01,100.0,etudiant mensuel
13483_20170130_29991231,13483,2017-05-28,,100.0,cadre catégorie a
13483_20170528_29991231,13483,2017-05-28,,100.0,cadre catégorie a
13483_20161226_29991231,13483,2017-05-28,,100.0,cadre catégorie a
13483_20170502_29991231,13483,2017-05-28,,100.0,cadre catégorie a
13483_20170424_29991231,13483,2017-05-28,,100.0,cadre catégorie a
13483_20170418_29991231,13483,2017-05-28,,100.0,cadre catégorie a
13483_20170411_29991231,13483,2017-05-28,,100.0,cadre catégorie a
13483_20161219_29991231,13483,2017-05-28,,100.0,cadre catégorie a
13483_20161025_29991231,13483,2017-05-28,,100.0,cadre catégorie a
13483_20160704_29991231,13483,2017-05-28,,100.0,cadre catégorie a
13483_20150928_29991231,13483,2017-05-28,,100.0,cadre catégorie a
13483_20150720_29991231,13483,2017-05-28,,100.0,cadre catégorie a
13483_20140101_29991231,13483,2017-05-28,,100.0,cadre catégorie a
38281_20170601_29991231,38281,2017-06-01,,100.0,employé
40392_20150401_29991231,40392,2017-12-01,,100.0,prépensionné
40393_20150401_20170829,40393,2015-04-01,2017-08-29,100.0,employé
40393_20150401_20171130,40393,2017-09-01,2017-11-30,100.0,prépensionné
40393_20150401_29991231,40393,2017-12-01,,100.0,prépensionné
40394_20150401_20170528,40394,2015-04-01,2017-05-28,100.0,employé
40394_20150401_20170630,40394,2017-06-01,2017-06-30,100.0,prépensionné
40394_20150401_29991231,40394,2017-07-01,,100.0,prépensionné
40395_20140401_20170630,40395,2014-04-01,2017-06-30,100.0,employé
40395_20140401_20171230,40395,2017-07-01,2017-12-30,100.0,prépensionné
40395_20140401_29991231,40395,2018-01-01,,100.0,prépensionné
40396_20140401_20170630,40396,2014-04-01,2017-06-30,100.0,employé
40396_20140401_20171230,40396,2017-07-01,2017-12-30,100.0,employé
40396_20140401_29991231,40396,2018-01-01,,100.0,employé
40397_20140401_20171230,40397,2014-04-01,2017-12-30,100.0,employé
40397_20140401_29991231,40397,2018-01-01,,100.0,employé
40398_20150401_20171230,40398,2015-04-01,2017-12-30,100.0,employé
40398_20150401_29991231,40398,2018-01-01,,100.0,employé
40399_20150401_20171230,40399,2015-04-01,2017-12-30,100.0,employé
40399_20150401_29991231,40399,2018-01-01,,100.0,employé
40400_20150401_20171230,40400,2015-04-01,2017-12-30,100.0,employé
37161_20170130_29991231,37161,2017-05-28,,100.0,cadre catégorie a
37161_20161226_29991231,37161,2017-05-28,,100.0,cadre catégorie a
37161_20170502_29991231,37161,2017-05-28,,100.0,cadre catégorie a
37161_20170424_29991231,37161,2017-05-28,,100.0,cadre catégorie a
37161_20170418_29991231,37161,2017-05-28,,100.0,cadre catégorie a
37161_20170411_29991231,37161,2017-05-28,,100.0,cadre catégorie a
37161_20161219_29991231,37161,2017-05-28,,100.0,cadre catégorie a
37161_20161025_29991231,37161,2017-05-28,,100.0,cadre catégorie a
37161_20160704_29991231,37161,2017-05-28,,100.0,cadre catégorie a
37161_20150928_29991231,37161,2017-05-28,,100.0,cadre catégorie a
37161_20150720_29991231,37161,2017-05-28,,100.0,cadre catégorie a
37161_20150605_29991231,37161,2017-05-28,,100.0,cadre catégorie a
38901_20150101_29991231,38901,2015-01-01,,100.0,employé
40400_20150401_29991231,40400,2018-01-01,,100.0,employé
40401_20150401_20171230,40401,2015-04-01,2017-12-30,100.0,employé
40401_20150401_29991231,40401,2018-01-01,,100.0,employé
40402_20150401_20170630,40402,2015-04-01,2017-06-30,100.0,employé
40402_20150401_20170730,40402,2017-07-01,2017-07-30,50.0,employé
40402_20150401_20170902,40402,2017-08-01,2017-09-02,50.0,employé
40402_20150401_20171230,40402,2017-09-03,2017-12-30,50.0,employé
40402_20150401_29991231,40402,2018-01-01,,50.0,employé
40403_20150401_20170814,40403,2015-04-01,2017-08-14,100.0,employé
40403_20150401_20170902,40403,2017-08-15,2017-09-02,50.0,employé
40403_20150401_20171230,40403,2017-09-03,2017-12-30,50.0,employé
40403_20150401_29991231,40403,2018-01-01,,50.0,employé
40404_20140401_20170709,40404,2014-04-01,2017-07-09,50.0,employé
40404_20140401_20170730,40404,2017-07-10,2017-07-30,50.0,employé
40404_20140401_20170902,40404,2017-08-01,2017-09-02,50.0,employé
40404_20140401_20171230,40404,2017-09-03,2017-12-30,50.0,employé
40404_20140401_29991231,40404,2018-01-01,,50.0,employé
40405_20140401_20170828,40405,2014-04-01,2017-08-28,100.0,employé
40405_20140401_20170902,40405,2017-09-01,2017-09-02,80.0,employé
40405_20140401_20171230,40405,2017-09-03,2017-12-30,80.0,employé
40405_20140401_29991231,40405,2018-01-01,,80.0,employé
40406_20150401_20170717,40406,2015-04-01,2017-07-17,100.0,employé
40406_20150401_20170918,40406,2017-07-18,2017-09-18,80.0,employé
40406_20150401_20171118,40406,2017-09-19,2017-11-18,100.0,employé
36901_20150101_29991231,36901,2015-01-01,,100.0,employé
13741_20170411_20161230,13741,2015-05-28,2016-12-30,100.0,cadre catégorie a
13741_20170130_20161230,13741,2015-05-28,2016-12-30,100.0,cadre catégorie a
13741_20150510_20161230,13741,2015-05-28,2016-12-30,100.0,cadre catégorie a
13741_20150101_20161230,13741,2015-05-28,2016-12-30,100.0,cadre catégorie a
39881_20170704_29991231,39881,2017-07-04,,100.0,etudiant mensuel
40143_20180101_20171231,40143,2017-06-01,2017-12-31,100.0,cadre catégorie a
40143_20170101_20171231,40143,2017-06-01,2017-12-31,100.0,cadre catégorie a
40406_20150401_20171230,40406,2017-11-19,2017-12-30,100.0,prépensionné
40406_20150401_29991231,40406,2018-01-01,,100.0,prépensionné
40407_20140401_20170630,40407,2014-04-01,2017-06-30,50.0,employé
40407_20140401_29991231,40407,2017-07-01,,100.0,employé
40408_20150401_20170701,40408,2015-04-01,2017-07-01,50.0,employé
40408_20150401_29991231,40408,2017-07-02,,100.0,employé
40409_20150401_20170729,40409,2015-04-01,2017-07-29,50.0,employé
40409_20150401_29991231,40409,2017-07-30,,50.0,employé
40410_20140401_20170902,40410,2014-04-01,2017-09-02,100.0,employé
40410_20140401_29991231,40410,2017-09-03,,100.0,prépensionné
40411_20140401_20170714,40411,2014-04-01,2017-07-14,100.0,employé
40411_20140401_29991231,40411,2017-07-15,,100.0,prépensionné
40412_20161001_29991231,40412,2016-10-01,,100.0,etudiant mensuel
40413_20140401_29991231,40413,2014-04-01,,100.0,employé
40414_20150401_29991231,40414,2015-04-01,,100.0,employé
40415_20161001_29991231,40415,2016-10-01,,100.0,etudiant mensuel
40416_20150401_20170818,40416,2015-04-01,2017-08-18,100.0,employé
40416_20150401_20170826,40416,2017-08-19,2017-08-26,80.0,employé
40416_20150401_29991231,40416,2017-08-27,,100.0,employé
40417_20150401_20170925,40417,2015-04-01,2017-09-25,100.0,employé
40417_20150401_29991231,40417,2017-09-26,,50.0,employé
40418_20150401_29991231,40418,2015-04-01,,100.0,employé
37301_20161101_29991231,37301,2016-11-01,,100.0,employé
13483_20170130_20170131,13483,2017-01-30,2017-01-31,100.0,cadre catégorie a
13483_20170528_20170131,13483,2017-01-30,2017-01-31,100.0,cadre catégorie a
13483_20161226_20170131,13483,2017-01-30,2017-01-31,100.0,cadre catégorie a
13483_20170502_20170131,13483,2017-01-30,2017-01-31,100.0,cadre catégorie a
13483_20170424_20170131,13483,2017-01-30,2017-01-31,100.0,cadre catégorie a
13483_20170418_20170131,13483,2017-01-30,2017-01-31,100.0,cadre catégorie a
13483_20170411_20170131,13483,2017-01-30,2017-01-31,100.0,cadre catégorie a
13483_20161219_20170131,13483,2017-01-30,2017-01-31,100.0,cadre catégorie a
13483_20161025_20170131,13483,2017-01-30,2017-01-31,100.0,cadre catégorie a
13483_20160704_20170131,13483,2017-01-30,2017-01-31,100.0,cadre catégorie a
13483_20150928_20170131,13483,2017-01-30,2017-01-31,100.0,cadre catégorie a
13483_20150720_20170131,13483,2017-01-30,2017-01-31,100.0,cadre catégorie a
13483_20140101_20170131,13483,2017-01-30,2017-01-31,100.0,cadre catégorie a
13741_20170411_20170208,13741,2017-01-30,2017-02-08,100.0,cadre catégorie a
13741_20170130_20170208,13741,2017-01-30,2017-02-08,100.0,cadre catégorie a
13741_20150510_20170208,13741,2017-01-30,2017-02-08,100.0,cadre catégorie a
13741_20150101_20170208,13741,2017-01-30,2017-02-08,100.0,cadre catégorie a
13483_20170130_20170129,13483,2016-12-26,2017-01-29,100.0,cadre catégorie a
13483_20170528_20170129,13483,2016-12-26,2017-01-29,100.0,cadre catégorie a
13483_20161226_20170129,13483,2016-12-26,2017-01-29,100.0,cadre catégorie a
13483_20170502_20170129,13483,2016-12-26,2017-01-29,100.0,cadre catégorie a
13483_20170424_20170129,13483,2016-12-26,2017-01-29,100.0,cadre catégorie a
13483_20170418_20170129,13483,2016-12-26,2017-01-29,100.0,cadre catégorie a
13483_20170411_20170129,13483,2016-12-26,2017-01-29,100.0,cadre catégorie a
13483_20161219_20170129,13483,2016-12-26,2017-01-29,100.0,cadre catégorie a
13483_20161025_20170129,13483,2016-12-26,2017-01-29,100.0,cadre catégorie a
13483_20160704_20170129,13483,2016-12-26,2017-01-29,100.0,cadre catégorie a
13483_20150928_20170129,13483,2016-12-26,2017-01-29,100.0,cadre catégorie a
13483_20150720_20170129,13483,2016-12-26,2017-01-29,100.0,cadre catégorie a
13483_20140101_20170129,13483,2016-12-26,2017-01-29,100.0,cadre catégorie a
38241_20170601_29991231,38241,2017-06-01,,100.0,employé
38722_20170201_20180401,38722,2017-01-01,2018-04-01,100.0,employé
38722_20170101_20180401,38722,2017-01-01,2018-04-01,100.0,employé
40419_20170701_29991231,40419,2017-07-01,,100.0,employé
40420_20150401_20170630,40420,2015-04-01,2017-06-30,100.0,employé
40420_20150401_20170731,40420,2017-07-01,2017-07-31,100.0,employé
40420_20150401_20170902,40420,2017-08-01,2017-09-02,100.0,employé
40420_20150401_20171230,40420,2017-09-03,2017-12-30,100.0,employé
40420_20150401_29991231,40420,2018-01-01,,100.0,employé
40421_20150401_20170630,40421,2015-04-01,2017-06-30,100.0,employé
40421_20150401_20170731,40421,2017-07-01,2017-07-31,100.0,employé
40421_20150401_20170902,40421,2017-08-01,2017-09-02,100.0,employé
40421_20150401_20171230,40421,2017-09-03,2017-12-30,100.0,employé
40421_20150401_29991231,40421,2018-01-01,,50.0,employé
40422_20150401_20170630,40422,2015-04-01,2017-06-30,100.0,employé
40422_20150401_20170731,40422,2017-07-01,2017-07-31,100.0,employé
40422_20150401_20170902,40422,2017-08-01,2017-09-02,100.0,employé
40422_20150401_20171230,40422,2017-09-03,2017-12-30,100.0,employé
40422_20150401_29991231,40422,2018-01-01,,50.0,employé
40423_20150401_20170630,40423,2015-04-01,2017-06-30,100.0,employé
40423_20150401_20170731,40423,2017-07-01,2017-07-31,100.0,employé
40423_20150401_20170902,40423,2017-08-01,2017-09-02,100.0,employé
40423_20150401_20171230,40423,2017-09-03,2017-12-30,100.0,employé
40425_20150401_20170731,40425,2017-07-01,2017-07-31,100.0,employé
40423_20150401_29991231,40423,2018-01-01,,50.0,employé
40425_20150401_20170630,40425,2015-04-01,2017-06-30,100.0,employé
40425_20150401_20170902,40425,2017-08-01,2017-09-02,100.0,employé
40425_20150401_20171230,40425,2017-09-03,2017-12-30,100.0,employé
40425_20150401_29991231,40425,2018-01-01,,50.0,employé
40426_20150401_20170630,40426,2015-04-01,2017-06-30,100.0,employé
40426_20150401_20170731,40426,2017-07-01,2017-07-31,100.0,employé
40426_20150401_20170902,40426,2017-08-01,2017-09-02,100.0,employé
40426_20150401_20171230,40426,2017-09-03,2017-12-30,100.0,employé
40426_20150401_29991231,40426,2018-01-01,,50.0,employé
40427_20150401_20170630,40427,2015-04-01,2017-06-30,100.0,employé
40427_20150401_20170731,40427,2017-07-01,2017-07-31,100.0,employé
40427_20150401_20170902,40427,2017-08-01,2017-09-02,100.0,employé
40427_20150401_20171230,40427,2017-09-03,2017-12-30,100.0,employé
40427_20150401_29991231,40427,2018-01-01,,50.0,employé
40428_20150401_20170630,40428,2015-04-01,2017-06-30,100.0,employé
40428_20150401_20170731,40428,2017-07-01,2017-07-31,100.0,employé
40428_20150401_20170902,40428,2017-08-01,2017-09-02,100.0,employé
40428_20150401_20171230,40428,2017-09-03,2017-12-30,100.0,employé
40428_20150401_29991231,40428,2018-01-01,,50.0,employé
40502_20170103_20170611,40502,2017-01-03,2017-06-11,100.0,employé
41361_20160101_29991231,41361,2016-01-01,,100.0,employé
41661_20170814_20140925,41661,2014-09-01,2014-09-25,100.0,employé
41661_20160903_20140925,41661,2014-09-01,2014-09-25,100.0,employé
41661_20150902_20140925,41661,2014-09-01,2014-09-25,100.0,employé
41661_20150701_20140925,41661,2014-09-01,2014-09-25,100.0,employé
41661_20150626_20140925,41661,2014-09-01,2014-09-25,100.0,employé
41661_20150406_20140925,41661,2014-09-01,2014-09-25,100.0,employé
41661_20150403_20140925,41661,2014-09-01,2014-09-25,100.0,employé
41661_20150227_20140925,41661,2014-09-01,2014-09-25,100.0,employé
41661_20150103_20140925,41661,2014-09-01,2014-09-25,100.0,employé
41661_20141222_20140925,41661,2014-09-01,2014-09-25,100.0,employé
41661_20140901_20140925,41661,2014-09-01,2014-09-25,100.0,employé
41661_20140801_20140925,41661,2014-09-01,2014-09-25,100.0,employé
41402_20160101_29991231,41402,2016-01-01,,100.0,employé
41661_20170814_20140822,41661,2014-08-01,2014-08-22,100.0,employé
41661_20160903_20140822,41661,2014-08-01,2014-08-22,100.0,employé
41661_20150902_20140822,41661,2014-08-01,2014-08-22,100.0,employé
41661_20150701_20140822,41661,2014-08-01,2014-08-22,100.0,employé
41661_20150626_20140822,41661,2014-08-01,2014-08-22,100.0,employé
41661_20150406_20140822,41661,2014-08-01,2014-08-22,100.0,employé
41661_20150403_20140822,41661,2014-08-01,2014-08-22,100.0,employé
41661_20150227_20140822,41661,2014-08-01,2014-08-22,100.0,employé
41661_20150103_20140822,41661,2014-08-01,2014-08-22,100.0,employé
41661_20141222_20140822,41661,2014-08-01,2014-08-22,100.0,employé
41661_20140901_20140822,41661,2014-08-01,2014-08-22,100.0,employé
41661_20140801_20140822,41661,2014-08-01,2014-08-22,100.0,employé
43841_20140701_29991231,43841,2017-12-03,,100.0,prépensionné
43842_20140701_20171014,43842,2014-07-01,2017-10-14,100.0,employé
43842_20140701_29991231,43842,2017-10-15,,100.0,prépensionné
43843_20170101_29991231,43843,2017-01-01,,100.0,etudiant mensuel
43844_20140701_29991231,43844,2014-07-01,,100.0,employé
43845_20150701_29991231,43845,2015-07-01,,100.0,employé
43846_20170101_29991231,43846,2017-01-01,,100.0,etudiant mensuel
43847_20150701_20171118,43847,2015-07-01,2017-11-18,100.0,employé
43847_20150701_20171126,43847,2017-11-19,2017-11-26,80.0,employé
43847_20150701_29991231,43847,2017-11-27,,100.0,employé
43848_20150701_20171225,43848,2015-07-01,2017-12-25,100.0,employé
43848_20150701_29991231,43848,2017-12-26,,50.0,employé
43849_20150701_29991231,43849,2015-07-01,,100.0,employé
43850_20171001_29991231,43850,2017-10-01,,100.0,employé
43851_20121001_29991231,43851,2012-10-01,,100.0,employé
43852_20150801_29991231,43852,2015-08-01,,100.0,employé
43853_20161001_29991231,43853,2016-10-01,,100.0,employé
43854_20150801_29991231,43854,2015-08-01,,100.0,employé
43855_20160401_29991231,43855,2016-04-01,,100.0,employé
43856_20160401_29991231,43856,2016-04-01,,100.0,employé
43857_20171016_29991231,43857,2016-07-01,,30.0,employé
43857_20160701_29991231,43857,2016-07-01,,30.0,employé
43857_20160701_29991231,43857,2016-07-01,,30.0,employé
43857_20160701_29991231,43857,2016-07-01,,30.0,employé
43857_20171016_29991231,43857,2016-07-01,,50.0,employé
43857_20160701_29991231,43857,2016-07-01,,50.0,employé
43857_20160701_29991231,43857,2016-07-01,,50.0,employé
43857_20160701_29991231,43857,2016-07-01,,50.0,employé
43857_20171016_20171015,43857,2016-07-01,2017-10-15,20.0,employé
43857_20160701_20171015,43857,2016-07-01,2017-10-15,20.0,employé
43857_20160701_20171015,43857,2016-07-01,2017-10-15,20.0,employé
43857_20160701_20171015,43857,2016-07-01,2017-10-15,20.0,employé
43857_20171016_29991231,43857,2017-10-16,,20.0,employé
43857_20160701_29991231,43857,2017-10-16,,20.0,employé
43857_20160701_29991231,43857,2017-10-16,,20.0,employé
43857_20160701_29991231,43857,2017-10-16,,20.0,employé
43858_20160701_20160730,43858,2016-07-01,2016-07-30,100.0,etudiant mensuel
43858_20160701_20171030,43858,2017-10-25,2017-10-30,100.0,etudiant mensuel
43858_20160701_20171230,43858,2017-12-25,2017-12-30,100.0,etudiant mensuel
43859_20160701_20171128,43859,2016-07-01,2017-11-28,100.0,employé
43859_20160701_29991231,43859,2017-12-01,,80.0,employé
43860_20160701_20171128,43860,2016-07-01,2017-11-28,100.0,employé
43860_20160701_29991231,43860,2017-12-01,,80.0,employé
43861_20160701_29991231,43861,2016-07-01,,100.0,employé
43862_20160701_29991231,43862,2016-07-01,,100.0,employé
43863_20160701_29991231,43863,2016-07-01,,100.0,employé
43864_20160701_29991231,43864,2016-07-01,,100.0,employé
43886_20150701_20170930,43886,2015-07-01,2017-09-30,100.0,employé
43886_20150701_20171031,43886,2017-10-01,2017-10-31,100.0,employé
43886_20150701_20171202,43886,2017-11-01,2017-12-02,100.0,employé
43886_20150701_20180330,43886,2017-12-03,2018-03-30,100.0,employé
43886_20150701_29991231,43886,2018-04-01,,50.0,employé
43887_20150701_20170930,43887,2015-07-01,2017-09-30,100.0,employé
43887_20150701_20171031,43887,2017-10-01,2017-10-31,100.0,employé
43887_20150701_20171202,43887,2017-11-01,2017-12-02,100.0,employé
43887_20150701_20180330,43887,2017-12-03,2018-03-30,100.0,employé
43887_20150701_29991231,43887,2018-04-01,,50.0,employé
43888_20150701_20170930,43888,2015-07-01,2017-09-30,100.0,employé
43888_20150701_20171031,43888,2017-10-01,2017-10-31,100.0,employé
43888_20150701_20171202,43888,2017-11-01,2017-12-02,100.0,employé
43888_20150701_20180330,43888,2017-12-03,2018-03-30,100.0,employé
43888_20150701_29991231,43888,2018-04-01,,50.0,employé
43889_20150701_20170930,43889,2015-07-01,2017-09-30,100.0,employé
43889_20150701_20171031,43889,2017-10-01,2017-10-31,100.0,employé
46321_20140701_29991231,46321,2014-07-01,,100.0,employé
44101_20130101_29991231,44101,2013-01-01,,100.0,employé
46341_20150701_29991231,46341,2015-07-01,,100.0,employé
48284_20171201_20180227,48284,2017-12-01,2018-02-27,100.0,employé
46861_20130101_29991231,46861,2013-01-01,,100.0,employé
46901_20130101_29991231,46901,2013-01-01,,100.0,employé
46921_20130101_29991231,46921,2013-01-01,,100.0,employé
48401_20170101_29991231,48401,2017-01-01,,100.0,prépensionné
48421_20170601_29991231,48421,2017-06-01,,100.0,employé
48701_20180104_29991231,48701,2018-01-04,,100.0,employé
48701_20171001_29991231,48701,2018-01-04,,100.0,employé
48562_20170801_29991231,48562,2017-08-01,,100.0,employé
48621_20170901_29991231,48621,2017-09-01,,100.0,employé
48701_20180104_20171229,48701,2017-10-01,2017-12-29,100.0,employé
48701_20171001_20171229,48701,2017-10-01,2017-12-29,100.0,employé
48861_20170101_29991231,48861,2017-01-01,,100.0,prépensionné
48881_20180108_20171229,48881,2017-11-01,2017-12-29,100.0,employé
48881_20171101_20171229,48881,2017-11-01,2017-12-29,100.0,employé
48881_20180108_29991231,48881,2018-01-08,,100.0,employé
48881_20171101_29991231,48881,2018-01-08,,100.0,employé
48901_20170401_29991231,48901,2017-04-01,,100.0,employé
48961_20170410_20170331,48961,2017-01-01,2017-03-31,100.0,employé
48961_20170101_20170331,48961,2017-01-01,2017-03-31,100.0,employé
48961_20170410_29991231,48961,2017-04-10,,100.0,employé
48961_20170101_29991231,48961,2017-04-10,,100.0,employé
48981_20170313_20170228,48981,2017-01-01,2017-02-28,100.0,employé
48981_20170101_20170228,48981,2017-01-01,2017-02-28,100.0,employé
49061_20170101_29991231,49061,2017-01-01,,100.0,employé
48981_20170313_29991231,48981,2017-03-13,,100.0,employé
48981_20170101_29991231,48981,2017-03-13,,100.0,employé
49121_20170101_29991231,49121,2017-01-01,,100.0,employé
49141_20170313_20170228,49141,2017-01-01,2017-02-28,11.0,employé
49141_20170101_20170228,49141,2017-01-01,2017-02-28,11.0,employé
46941_20140101_29991231,46941,2014-01-01,,100.0,employé
44141_20150101_29991231,44141,2015-01-01,,100.0,employé
45881_20160101_29991231,45881,2016-01-01,,100.0,employé
48761_20170101_29991231,48761,2017-01-01,,100.0,prépensionné
49141_20170313_29991231,49141,2017-03-13,,100.0,employé
49141_20170101_29991231,49141,2017-03-13,,100.0,employé
49201_20150101_29991231,49201,2015-01-01,,100.0,employé
49501_20140101_20170831,49501,2014-01-01,2017-08-31,100.0,employé
49881_20140101_20190101,49881,2014-01-01,2019-01-01,100.0,employé
49901_20170101_20170131,49901,2017-01-01,2017-01-31,100.0,employé
49921_20170101_29991231,49921,2017-01-01,,100.0,employé
49941_20170101_20170119,49941,2017-01-01,2017-01-19,100.0,employé
49981_20020701_29991231,49981,2002-07-01,,100.0,employé
50001_20060801_20110130,50001,2002-07-01,2011-01-30,100.0,employé
50001_20020701_20110130,50001,2002-07-01,2011-01-30,100.0,employé
50161_20060801_20110131,50161,2002-07-01,2011-01-31,100.0,employé
50161_20020701_20110131,50161,2002-07-01,2011-01-31,100.0,employé
50361_20170101_20171231,50361,2017-01-01,2017-12-31,100.0,employé
50361_20170101_20171231,50361,2017-01-01,2017-12-31,100.0,employé
50741_20120101_29991231,50741,2012-01-01,,100.0,employé
50861_20180201_20180130,50861,2018-01-01,2018-01-30,100.0,employé
50861_20180101_20180130,50861,2018-01-01,2018-01-30,100.0,employé
50861_20180201_20180528,50861,2018-02-01,2018-05-28,50.0,employé
50861_20180101_20180528,50861,2018-02-01,2018-05-28,50.0,employé
