POSITION,PROMOTION,ASSIGNMENTs,SALARY,SENIORITY_YEARS,GENDER,ABSENCES,TURNOVER
engineering,0,3,medium,6.0,0,183.0414450132652,yes
admin,0,3,medium,6.0,1,182.6283816135871,yes
operations,0,3,medium,6.0,1,181.79787541734143,yes
marketing,0,4,medium,5.0,0,178.81872781818862,yes
sales,1,4,medium,4.0,0,175.502166385659,yes
operations,0,3,medium,5.0,0,180.0392403890436,yes
retail,0,3,high,7.0,0,185.2351412713396,yes
engineering,0,3,low,4.0,0,177.27039474951937,yes
engineering,0,3,medium,7.0,0,185.6549121420196,yes
operations,0,3,low,6.0,0,182.6221763361941,yes
operations,0,4,medium,5.0,0,181.0110523821544,yes
marketing,0,3,medium,7.0,0,185.35160777979584,yes
support,0,3,medium,5.0,0,178.76851707903052,yes
operations,0,3,medium,6.0,0,182.6338188015689,yes
support,0,3,medium,4.0,0,175.80420095047373,yes
operations,0,4,medium,6.0,0,181.87748942074745,yes
marketing,0,3,medium,5.0,0,180.0005458221705,yes
sales,0,4,low,6.0,0,182.3740303570301,yes
sales,0,3,medium,6.0,0,182.98027527976024,yes
operations,0,3,medium,7.0,0,185.6224766116116,yes
support,0,3,low,6.0,0,183.9348054428379,yes
marketing,0,2,medium,5.0,0,179.3584254649194,yes
sales,0,4,medium,3.0,0,174.8612587364512,yes
retail,0,3,medium,5.0,0,180.5498349142332,yes
engineering,0,3,medium,6.0,0,183.7758657825772,yes
IT,0,3,medium,7.0,0,185.251531765154,yes
support,0,3,medium,7.0,0,184.9126107029456,yes
engineering,0,4,high,7.0,0,187.0493264902508,yes
retail,0,3,medium,7.0,0,186.82806464008488,yes
support,0,3,medium,5.0,1,179.61449955618613,yes
logistics,0,3,medium,7.0,1,186.47227292757003,yes
logistics,0,3,high,6.0,1,182.5347767690345,yes
operations,0,4,medium,5.0,0,179.35522829629758,yes
sales,0,3,medium,5.0,0,179.63423901127112,yes
logistics,0,3,medium,5.0,1,179.2190164400813,yes
marketing,0,4,medium,5.0,1,181.24511308129257,yes
retail,0,3,medium,5.0,0,181.01230486899087,yes
marketing,0,3,medium,5.0,0,179.20999618177373,yes
admin,0,3,medium,6.0,0,182.56796155065388,no
engineering,0,3,medium,4.0,0,177.35504594716843,yes
operations,0,3,high,3.0,0,175.01873919654523,yes
support,0,3,high,7.0,1,184.5391082441526,yes
operations,0,4,low,6.0,0,181.65187209499183,yes
retail,0,3,medium,8.0,0,188.611157913273,yes
logistics,0,5,medium,6.0,0,182.9936669418672,yes
operations,0,3,medium,6.0,0,182.0322364971568,yes
operations,0,3,medium,6.0,0,182.34790126674488,yes
IT,0,3,medium,7.0,0,185.5110225655583,yes
operations,0,3,medium,5.0,0,179.32075552898146,yes
admin,0,3,low,4.0,0,177.67764424676568,yes
retail,0,4,medium,8.0,0,189.01895804507635,yes
finance,0,3,high,4.0,1,177.02951835736164,yes
engineering,1,3,medium,6.0,0,181.9052085875218,yes
support,0,2,medium,7.0,0,184.89503868489265,yes
operations,0,3,medium,5.0,1,181.31334746929497,yes
logistics,0,3,medium,5.0,0,179.9735321860652,yes
sales,0,4,medium,5.0,0,178.65020939655437,yes
operations,0,5,medium,6.0,0,183.5056399138262,yes
logistics,0,3,medium,6.0,0,183.36400748050545,yes
finance,0,3,medium,9.0,0,192.7095003145149,yes
admin,0,3,medium,5.0,1,179.345731659573,yes
engineering,0,3,low,5.0,0,181.34727044566264,yes
marketing,0,3,medium,6.0,1,182.0114049569173,yes
engineering,0,3,medium,5.0,0,178.85014069297924,yes
engineering,0,4,medium,6.0,0,181.8134233104905,yes
finance,0,3,medium,6.0,0,182.06265784006425,yes
logistics,0,4,medium,6.0,0,183.90579284309177,yes
engineering,0,4,medium,6.0,0,183.8262049868693,yes
engineering,0,3,high,8.0,0,187.67641797230723,yes
operations,0,3,medium,5.0,1,179.84714033095983,yes
IT,0,3,medium,4.0,0,178.41134441357184,yes
support,0,3,medium,7.0,0,185.767509969598,yes
sales,0,4,low,4.0,0,176.72939947501277,yes
sales,0,3,medium,4.0,0,177.7873501958419,yes
admin,0,3,medium,6.0,0,182.9573056907877,yes
marketing,0,3,low,7.0,0,184.5239064183189,yes
sales,0,3,medium,5.0,1,179.4818208413483,yes
support,0,2,medium,5.0,0,181.0437144468109,yes
operations,0,4,medium,7.0,0,184.8075276287985,yes
retail,0,3,medium,6.0,0,184.45220497470143,yes
marketing,0,4,medium,6.0,0,181.71092151096025,yes
support,0,3,medium,5.0,0,178.73721693217627,yes
sales,0,4,high,7.0,0,186.31918442932405,yes
logistics,0,3,high,6.0,0,182.49441317922808,yes
engineering,0,3,high,5.0,0,179.89617033260186,yes
operations,0,4,low,8.0,0,187.5093957850623,yes
sales,0,3,low,6.0,1,183.7919276140488,yes
operations,0,3,high,7.0,0,185.92561548126463,yes
sales,0,3,high,6.0,0,184.3043644442048,yes
sales,0,3,medium,7.0,0,186.07891484951884,yes
marketing,0,3,high,4.0,0,178.31798985497548,yes
logistics,0,4,medium,4.0,1,177.07879277222978,yes
operations,0,2,low,6.0,0,183.4998824868997,yes
retail,1,3,medium,7.0,0,186.15185935940133,yes
IT,0,3,medium,6.0,0,183.82494240950496,yes
support,1,3,medium,5.0,0,178.74620922252555,yes
engineering,0,4,medium,6.0,0,183.1711512344993,yes
marketing,0,3,medium,5.0,0,179.96375317578128,yes
operations,0,3,high,7.0,0,184.75710172859945,yes
operations,0,2,medium,6.0,0,184.2701400704148,yes
logistics,0,3,medium,5.0,0,180.6627164216284,yes
finance,0,4,high,5.0,0,181.4143655481905,yes
retail,0,2,medium,6.0,0,183.75224046581096,yes
sales,0,3,low,5.0,0,180.72887347395937,yes
operations,0,3,medium,4.0,0,178.2244254914878,yes
logistics,0,3,medium,4.0,0,176.14524077446754,yes
marketing,1,4,medium,6.0,1,183.57716555844297,yes
retail,0,3,medium,4.0,0,178.01263275946792,yes
operations,0,3,medium,7.0,0,186.13908590930504,yes
sales,0,3,medium,6.0,0,184.3308516916109,yes
marketing,0,3,medium,3.0,0,174.235058601722,yes
operations,0,4,medium,7.0,0,184.85314928211085,yes
finance,0,3,high,6.0,0,183.06509876455493,yes
engineering,0,3,medium,6.0,0,181.75963670736363,yes
admin,0,4,high,5.0,0,180.41859586196296,yes
sales,0,4,high,6.0,0,181.8622637663605,yes
operations,0,4,medium,6.0,0,183.66489818710053,yes
sales,0,3,medium,6.0,0,183.2911606805271,yes
operations,0,3,medium,5.0,0,180.37220741478555,yes
IT,0,3,medium,8.0,1,187.92037525092988,yes
retail,0,3,medium,4.0,0,176.46679423113275,yes
operations,0,3,high,7.0,1,184.8903328349789,yes
support,0,3,medium,5.0,0,180.697522810856,yes
sales,0,4,medium,5.0,0,180.51676862425472,yes
sales,0,3,high,5.0,0,178.7662013068656,yes
retail,0,3,medium,5.0,0,180.41991039763897,yes
retail,0,3,medium,6.0,1,181.79273132521365,yes
sales,0,3,medium,5.0,0,180.22848854708045,yes
operations,0,3,medium,6.0,0,182.8667657071204,yes
sales,0,3,medium,4.0,0,177.01136180187868,yes
support,0,3,medium,6.0,0,183.40352854942145,yes
finance,0,4,low,6.0,0,183.6246417950276,yes
support,0,3,medium,6.0,0,182.32743368538928,yes
engineering,0,3,medium,5.0,1,179.899071941365,yes
sales,0,3,medium,6.0,0,184.2612866860528,yes
operations,0,3,medium,7.0,0,185.1948129250879,yes
marketing,0,3,medium,6.0,1,183.1343282882937,yes
retail,0,3,medium,7.0,0,185.10337873217827,yes
sales,0,4,medium,7.0,0,187.09750883715552,yes
engineering,0,3,medium,6.0,0,182.1753555757884,yes
retail,0,4,medium,5.0,0,181.1978217862525,yes
sales,0,3,medium,5.0,1,181.18971309487245,yes
engineering,0,3,medium,7.0,1,184.64194656709552,yes
admin,0,3,medium,7.0,0,186.200334384892,yes
marketing,0,4,medium,6.0,0,181.58365872229624,yes
admin,0,4,medium,5.0,1,180.2464236023544,yes
sales,0,3,medium,6.0,0,182.9874698832149,yes
engineering,0,2,low,4.0,0,177.91073733724238,yes
support,0,3,medium,4.0,0,176.7121909893626,yes
sales,0,2,medium,7.0,0,185.605144022354,yes
sales,0,3,medium,5.0,0,179.22159762276775,yes
sales,0,3,medium,6.0,0,183.61085613701545,yes
retail,0,3,medium,5.0,0,179.94925502392553,yes
retail,0,3,low,5.0,0,180.13593782282217,yes
engineering,0,4,medium,5.0,1,181.2672323462573,yes
engineering,0,3,high,7.0,0,187.03256740137087,yes
operations,0,4,medium,6.0,0,183.09784993086697,yes
admin,0,3,medium,6.0,0,181.8895642070442,yes
engineering,0,3,medium,8.0,0,188.18166877026087,yes
operations,0,3,medium,5.0,0,179.90882448222723,yes
retail,0,3,medium,5.0,0,180.1447335518828,yes
sales,0,3,medium,6.0,0,183.2551836593635,yes
sales,0,4,medium,6.0,0,182.60287491047936,yes
sales,0,4,medium,5.0,0,180.1785433793812,yes
marketing,0,3,low,5.0,0,178.76119509814498,yes
marketing,0,3,medium,8.0,0,189.7417407822983,yes
retail,0,3,high,7.0,0,186.4010477885546,yes
admin,0,4,medium,5.0,0,178.90928118440615,yes
engineering,0,3,medium,7.0,0,184.93919607546064,yes
sales,0,3,medium,6.0,0,182.0941091990936,yes
retail,0,2,low,7.0,1,185.3771412647824,yes
marketing,0,3,medium,7.0,0,184.9154789798421,yes
sales,0,3,medium,6.0,0,183.2190303945348,yes
sales,0,3,medium,4.0,0,177.18472840070504,yes
engineering,0,3,medium,4.0,0,178.32888946578535,yes
engineering,0,3,medium,6.0,0,183.1705548346747,yes
IT,0,4,medium,6.0,0,183.80280063829423,yes
support,0,2,low,7.0,0,185.9660456972956,yes
marketing,0,3,medium,5.0,0,179.9114933766827,yes
IT,0,3,high,8.0,1,187.87740187763808,yes
operations,0,3,medium,5.0,0,179.99378304856668,yes
IT,0,2,medium,7.0,1,187.2743453366389,yes
engineering,0,3,medium,6.0,0,183.47318652598267,yes
retail,0,3,low,6.0,0,182.77239522905435,yes
sales,0,3,low,5.0,0,178.92847695619636,yes
sales,0,3,medium,5.0,0,180.7141544275412,yes
operations,0,4,medium,5.0,0,181.26551338832263,yes
retail,0,3,high,3.0,0,175.24874551269744,yes
sales,0,3,medium,3.0,0,175.20313589181035,yes
sales,0,3,medium,5.0,0,179.89462400077053,yes
IT,0,4,medium,6.0,0,183.93101576929496,yes
retail,0,3,medium,6.0,0,181.97113563384124,yes
engineering,0,4,medium,4.0,0,177.58570368009035,yes
logistics,0,4,medium,6.0,0,183.92104691199444,yes
engineering,0,3,low,6.0,0,181.9464965639287,yes
operations,0,3,medium,8.0,1,189.320114498081,yes
sales,0,3,medium,6.0,0,182.87098413571383,yes
retail,0,3,medium,5.0,0,180.4787606599716,yes
sales,0,4,medium,6.0,0,181.72211378665685,yes
marketing,0,3,medium,6.0,0,184.0294962144744,yes
retail,0,4,medium,7.0,1,185.5245656333968,yes
admin,0,4,high,6.0,0,182.7092997074457,yes
retail,0,3,medium,3.0,0,173.30358088498355,yes
sales,0,3,high,5.0,0,180.33006374609485,yes
retail,0,3,medium,6.0,0,182.1704208773156,yes
marketing,0,4,medium,4.0,1,178.48595784761005,yes
support,0,3,medium,8.0,0,188.4058616355642,yes
sales,0,4,medium,6.0,0,182.71105530382488,yes
support,0,3,medium,6.0,1,182.1722641928283,yes
IT,0,4,medium,6.0,0,182.4979933922684,yes
engineering,0,3,medium,6.0,0,182.0149113450004,yes
engineering,0,3,medium,5.0,0,180.57265704669663,yes
engineering,0,3,high,7.0,1,185.2006053650261,yes
sales,0,4,medium,6.0,0,182.91728833654383,yes
sales,0,4,medium,5.0,0,180.7397850389091,yes
retail,0,3,low,6.0,0,181.75889432642305,yes
sales,0,4,medium,7.0,0,187.2287413825462,yes
support,0,3,high,4.0,0,177.66434444810687,yes
IT,0,3,medium,6.0,0,184.29736235430383,yes
marketing,0,4,medium,6.0,1,181.9646662709309,yes
sales,0,2,medium,5.0,0,180.202513757545,yes
operations,0,3,medium,4.0,1,177.97360061569634,yes
retail,0,4,medium,6.0,0,182.4327923466469,yes
operations,0,4,medium,6.0,0,181.744956364558,yes
retail,0,3,low,5.0,1,180.9230601241444,yes
retail,0,4,high,5.0,1,180.9084772952805,yes
logistics,0,4,medium,6.0,0,182.4812731366169,yes
engineering,0,3,medium,7.0,0,184.5692205793069,yes
finance,0,5,medium,7.0,0,185.2346455724344,yes
sales,0,3,medium,7.0,0,185.4294070299293,yes
IT,0,4,medium,6.0,0,181.9108594127744,yes
finance,0,3,medium,5.0,0,181.2069567031764,yes
IT,0,4,medium,5.0,0,179.31098153858954,yes
operations,0,3,medium,4.0,0,175.6007909186532,yes
IT,0,4,medium,5.0,0,181.07736702586607,yes
engineering,0,4,medium,7.0,0,186.3177305546319,yes
sales,0,3,medium,4.0,1,176.84108815772092,yes
finance,0,4,medium,4.0,0,178.27734030126774,yes
sales,0,3,medium,5.0,0,181.2963460092865,yes
sales,0,3,medium,7.0,0,185.3119906520704,yes
sales,0,3,medium,6.0,0,182.44151201523337,yes
operations,0,2,medium,4.0,0,175.83218283148955,yes
sales,1,3,high,4.0,0,177.50329508679727,yes
retail,0,4,medium,6.0,0,182.01894734152307,yes
retail,0,3,high,6.0,0,183.25886716912868,yes
retail,0,4,medium,7.0,0,184.9680605852273,yes
marketing,0,2,medium,6.0,0,182.1283520514189,yes
engineering,0,3,medium,6.0,0,183.52358457646264,yes
marketing,0,3,medium,5.0,1,178.52226806236567,yes
engineering,0,3,medium,6.0,0,183.8593325014762,yes
sales,0,3,high,4.0,0,176.7903941787178,yes
sales,0,3,low,5.0,0,178.97033705045732,yes
engineering,0,4,medium,7.0,0,185.01172785381945,yes
finance,0,2,medium,5.0,0,180.98031753219573,yes
support,0,4,low,7.0,0,186.26477391150465,yes
engineering,0,3,medium,6.0,0,183.30808461494703,yes
retail,0,3,low,6.0,0,183.97946419983248,yes
engineering,0,3,medium,6.0,0,184.16836245310003,yes
operations,0,4,low,5.0,0,179.88174034208353,yes
retail,0,3,medium,4.0,0,175.69342070823447,yes
sales,0,3,medium,4.0,0,176.4100534480926,yes
admin,0,4,medium,5.0,0,180.8583728316094,yes
sales,0,4,low,5.0,1,180.7224643812625,yes
sales,0,3,medium,7.0,0,185.89589970351565,yes
retail,0,3,medium,5.0,1,178.8202010357778,yes
marketing,0,3,high,4.0,1,178.30855971921025,yes
marketing,0,3,medium,4.0,1,177.0056776991091,yes
operations,0,4,medium,4.0,0,178.4917554625357,yes
operations,0,4,high,7.0,0,184.6759243193657,yes
logistics,0,3,high,4.0,0,178.21487618527337,yes
logistics,0,3,medium,8.0,0,188.15946008733675,yes
engineering,0,3,medium,5.0,0,179.08633480761546,yes
sales,0,3,medium,7.0,0,185.2698547034733,yes
logistics,0,3,medium,5.0,0,181.32725200345016,yes
engineering,0,4,low,6.0,0,183.30682095313887,yes
support,0,3,medium,6.0,0,183.5016346871648,yes
engineering,0,3,medium,7.0,0,185.66781147587827,yes
sales,0,3,high,7.0,0,185.35651168270613,yes
retail,0,3,medium,5.0,0,180.852156253091,yes
finance,0,3,medium,6.0,0,183.247591683658,yes
sales,0,3,medium,5.0,0,181.2297719810981,yes
operations,0,2,medium,5.0,1,180.4869227772297,yes
retail,0,3,high,4.0,0,176.8308481141828,yes
operations,0,4,medium,6.0,0,181.6056089402354,yes
logistics,0,4,medium,6.0,0,183.2972456011272,yes
operations,0,3,medium,6.0,0,183.6240974300352,yes
logistics,0,3,low,4.0,0,178.4943938643409,yes
operations,0,3,medium,4.0,1,178.453874120656,yes
engineering,0,4,medium,6.0,0,182.08680863374323,yes
operations,0,3,low,6.0,0,181.5050440567232,yes
sales,0,4,high,5.0,0,180.18852004502696,yes
operations,0,3,medium,5.0,0,178.53041678503206,yes
sales,0,3,low,7.0,0,185.238661723762,yes
engineering,0,4,medium,6.0,0,182.55498930391084,yes
operations,0,3,low,6.0,0,183.04131867071075,yes
sales,0,4,high,5.0,1,179.5407442179132,yes
operations,0,3,medium,5.0,1,179.53454462754294,yes
marketing,0,4,medium,6.0,0,184.2572400791306,yes
sales,0,3,high,6.0,0,183.3346353255648,yes
operations,0,3,medium,7.0,0,185.00505711491564,yes
sales,0,3,medium,4.0,0,177.1714810752202,yes
operations,0,4,high,5.0,0,181.0634209032548,yes
engineering,1,3,high,4.0,0,177.92544147511197,yes
support,0,2,medium,5.0,0,180.65948437482567,yes
marketing,0,4,low,8.0,0,188.83463590456896,yes
support,0,3,medium,8.0,0,188.9911676644772,yes
sales,0,4,medium,4.0,0,177.19376627735429,yes
support,0,3,low,4.0,0,177.74182100080236,yes
admin,0,4,medium,5.0,0,179.5765009657377,yes
engineering,0,4,medium,7.0,0,184.5360307725071,yes
finance,0,3,medium,6.0,0,181.8792349874207,yes
admin,0,3,high,7.0,0,187.2907341192873,yes
engineering,0,4,high,4.0,0,176.6042858074502,yes
operations,0,4,medium,7.0,1,186.30096695437908,yes
sales,0,3,medium,6.0,0,183.84068466236985,yes
retail,0,4,medium,7.0,0,185.80258899314816,yes
marketing,0,3,medium,4.0,0,177.0712175169453,yes
retail,0,3,medium,5.0,0,179.96150735506808,yes
retail,0,3,low,4.0,1,177.19908163847532,yes
operations,0,3,medium,5.0,0,180.6142786852956,yes
engineering,0,3,high,7.0,1,186.304799459383,yes
finance,0,3,medium,4.0,1,177.76656275227774,yes
sales,0,3,high,6.0,0,183.98590744548304,yes
support,0,4,medium,5.0,0,180.830385093307,yes
sales,0,4,medium,5.0,0,178.74588551056632,yes
sales,0,2,high,6.0,0,182.58916127818108,yes
marketing,0,3,medium,6.0,0,182.3802724947776,yes
operations,0,3,medium,5.0,0,179.1288703691762,yes
engineering,0,4,medium,7.0,0,186.49990862185595,yes
engineering,0,3,low,9.0,0,192.0486089060469,yes
support,0,4,medium,6.0,0,182.15986214684887,yes
logistics,0,4,medium,7.0,0,187.0250969105972,yes
engineering,0,3,medium,5.0,1,179.99280514828894,yes
retail,0,2,medium,8.0,0,188.79844065842144,yes
operations,0,3,medium,6.0,1,183.679287476282,yes
engineering,0,4,medium,4.0,0,178.43575093592875,yes
finance,0,3,medium,6.0,0,184.38111056037107,yes
sales,0,3,medium,4.0,1,177.99449630602217,yes
admin,0,4,medium,7.0,0,184.9606941133332,yes
logistics,0,4,high,5.0,1,180.79349762226312,yes
support,0,4,high,4.0,0,176.91802727592773,yes
engineering,0,3,medium,6.0,0,181.6551635978848,yes
support,0,3,medium,5.0,1,179.42477885181407,yes
retail,0,4,medium,6.0,1,182.54621385861407,yes
finance,0,3,high,6.0,0,182.32265576015087,yes
retail,0,3,medium,5.0,0,180.06477639177857,yes
retail,0,3,medium,5.0,1,180.5467182593136,yes
engineering,0,3,medium,5.0,0,181.31661331571985,yes
operations,0,4,low,6.0,0,182.21450793380265,yes
operations,0,3,medium,7.0,1,185.7243967893761,yes
engineering,0,4,high,5.0,0,181.0987089513083,yes
engineering,0,4,medium,6.0,0,182.3396697788134,yes
marketing,1,4,medium,4.0,0,177.4200004102213,yes
sales,0,3,medium,7.0,0,187.23185135314577,yes
admin,0,4,medium,6.0,0,181.81893252627228,yes
support,0,2,medium,5.0,0,179.9812970288009,yes
operations,0,3,high,7.0,0,186.05304637579263,yes
engineering,0,3,high,5.0,1,178.97180391677804,yes
sales,0,4,medium,5.0,0,181.03740587745165,yes
support,0,3,high,6.0,0,182.72220062985767,yes
logistics,0,2,medium,6.0,1,182.6526293176652,yes
retail,0,3,low,7.0,0,186.9482113658,yes
engineering,0,2,medium,7.0,0,184.7918477888601,yes
finance,0,4,high,7.0,0,185.0174878242738,yes
retail,0,3,medium,6.0,1,182.76022780811115,yes
finance,0,4,medium,7.0,0,184.56264087239185,yes
engineering,0,4,medium,6.0,0,181.91749953088845,yes
operations,0,3,medium,8.0,1,188.63423932904024,yes
marketing,0,3,medium,4.0,0,177.16584252958376,yes
operations,0,3,medium,7.0,0,187.04075539647715,yes
marketing,0,3,medium,4.0,0,176.38355885679735,yes
engineering,0,4,medium,6.0,0,183.1568954774756,yes
operations,0,4,medium,5.0,1,179.22410844566977,yes
logistics,1,3,medium,7.0,0,186.10932814465707,yes
logistics,0,3,medium,7.0,0,184.84767512489336,yes
sales,0,4,high,5.0,0,181.1793655667347,yes
engineering,0,3,medium,5.0,0,179.8808341803304,yes
IT,0,3,medium,7.0,0,187.3943629214264,yes
admin,0,3,medium,7.0,0,186.2007276868349,yes
engineering,0,3,high,5.0,0,179.69097423450964,yes
retail,0,3,high,6.0,1,184.35123576230933,yes
sales,0,3,medium,7.0,1,186.95665053931376,yes
support,0,3,medium,5.0,1,181.27845667344403,yes
engineering,0,3,low,6.0,0,183.91288486084028,yes
retail,0,3,medium,6.0,1,183.6139806105686,yes
operations,1,4,high,6.0,0,182.40307058346173,yes
engineering,0,3,medium,6.0,0,184.2695596706081,yes
retail,0,4,low,5.0,0,180.9846401700994,yes
marketing,0,4,medium,5.0,0,179.35174801258935,yes
marketing,0,4,medium,6.0,0,184.2711755292749,yes
support,0,4,medium,6.0,0,181.8451458429735,yes
retail,0,3,medium,6.0,0,182.1359287612976,yes
IT,0,3,high,8.0,0,188.02812656403296,yes
operations,0,2,high,4.0,0,178.36390462574914,yes
support,0,2,low,5.0,0,181.4605034562977,yes
operations,0,3,medium,6.0,1,184.03705878415988,yes
operations,0,3,medium,5.0,0,180.4150501910872,yes
retail,0,3,medium,6.0,0,182.8886136663096,yes
operations,0,3,medium,6.0,0,181.8422280976208,yes
logistics,0,4,medium,8.0,0,187.5376385596872,yes
engineering,0,3,medium,6.0,0,184.2912737875496,yes
sales,0,3,medium,5.0,1,180.3712919064697,yes
sales,0,4,medium,4.0,0,178.13443781614612,yes
operations,0,2,medium,8.0,1,188.30169539119527,yes
sales,0,4,high,6.0,0,181.7312246552168,yes
retail,0,3,low,6.0,0,183.40913984257747,yes
operations,0,3,high,5.0,1,180.8851970308173,yes
retail,0,3,medium,6.0,0,184.02437800480945,yes
IT,0,3,medium,5.0,0,181.27786537751,yes
sales,0,4,medium,6.0,0,182.9081008375885,yes
operations,0,3,medium,6.0,0,183.6524205613902,yes
support,0,4,low,7.0,0,185.84536072669144,yes
marketing,0,4,low,5.0,0,178.53576234105643,yes
operations,0,4,medium,4.0,0,178.28938661534528,yes
marketing,0,3,medium,5.0,0,181.366580621932,yes
sales,0,3,medium,5.0,0,179.75926779149492,yes
retail,0,4,medium,5.0,1,179.01291595520058,yes
sales,0,3,medium,6.0,0,183.8777101402614,yes
sales,0,3,high,7.0,0,185.1231176095185,yes
sales,0,2,medium,6.0,0,182.0833235089848,yes
sales,0,3,medium,5.0,0,179.9657983780382,yes
operations,0,4,medium,6.0,0,181.66952551686288,yes
sales,0,3,high,5.0,0,181.0078659063404,yes
engineering,0,3,high,6.0,1,183.0315809819287,yes
sales,0,3,low,6.0,0,184.331892874002,yes
retail,0,3,medium,4.0,0,177.1967195651012,yes
admin,0,4,medium,6.0,0,184.12474723934423,yes
admin,0,2,medium,3.0,0,175.36741377213892,yes
logistics,0,3,medium,7.0,0,184.7742447080124,yes
admin,0,3,medium,5.0,0,179.7685535646173,yes
engineering,0,2,medium,6.0,0,183.8293201338909,yes
sales,0,3,medium,5.0,0,181.14132429455583,yes
logistics,0,3,low,7.0,1,185.81683101639467,yes
retail,0,3,high,5.0,1,181.1232879427055,yes
support,0,3,medium,5.0,1,180.42534069415265,yes
sales,0,3,medium,4.0,0,177.10634446432726,yes
retail,0,3,medium,6.0,0,183.7865163659513,yes
logistics,0,3,low,4.0,0,177.72234149164828,yes
retail,0,3,medium,6.0,0,182.8893693942024,yes
retail,0,4,medium,3.0,1,175.31586952986723,yes
retail,0,3,medium,5.0,0,181.3032289370352,yes
operations,0,3,medium,6.0,0,181.82185806656287,yes
sales,0,3,high,6.0,0,181.87500872437124,yes
finance,0,4,low,4.0,0,177.01257587971642,yes
sales,0,3,low,5.0,0,179.54194538140013,yes
retail,0,3,high,4.0,1,178.28919833521493,yes
admin,0,3,medium,8.0,0,188.8154795237807,yes
operations,0,3,medium,4.0,0,175.96707911940243,yes
engineering,0,3,medium,7.0,0,184.71988315171248,yes
engineering,0,3,medium,4.0,1,177.1254041027256,yes
operations,0,3,medium,5.0,0,178.67870408092645,yes
retail,0,4,medium,5.0,0,180.6777226945921,yes
retail,0,3,medium,6.0,0,182.9733576548025,yes
support,0,3,medium,5.0,0,178.79479692430823,yes
support,0,3,medium,5.0,0,179.02596877385622,yes
retail,0,4,low,6.0,0,182.0160921648106,yes
engineering,0,3,high,5.0,1,180.36352369592365,yes
engineering,0,3,low,7.0,0,187.2719279510677,yes
retail,0,3,medium,6.0,0,181.60133791454928,yes
sales,0,4,high,7.0,0,185.83301131080344,yes
operations,0,3,medium,5.0,0,180.23454659273887,yes
logistics,0,3,low,6.0,0,182.9305126077645,yes
operations,0,4,low,6.0,0,184.17468431520376,yes
retail,0,3,low,4.0,0,175.97784701093406,yes
sales,0,3,medium,3.0,0,175.3632127574241,yes
support,0,4,high,4.0,1,176.4653734737795,yes
marketing,0,3,medium,4.0,1,175.62457596326533,yes
sales,0,3,medium,3.0,0,173.86164292852487,yes
marketing,0,3,low,4.0,0,177.05202781105095,yes
engineering,0,3,medium,7.0,1,184.9898925513424,yes
operations,0,3,low,5.0,0,181.4107028254737,yes
engineering,0,3,medium,4.0,0,178.260867593599,yes
finance,0,3,medium,6.0,1,181.94711817383643,yes
sales,0,3,high,7.0,0,185.9910754522577,yes
retail,0,2,medium,7.0,0,184.6293345388105,yes
marketing,0,3,high,6.0,0,182.1438204772548,yes
retail,0,3,medium,5.0,0,180.14117836229357,yes
sales,0,3,medium,4.0,0,176.92940522960805,yes
engineering,1,4,medium,7.0,0,187.1235461621661,yes
marketing,0,4,high,6.0,0,183.241451280462,yes
retail,0,3,medium,7.0,1,185.0327328351786,yes
finance,0,3,high,5.0,0,180.7369294561668,yes
engineering,0,4,medium,5.0,0,178.7437276730366,yes
engineering,0,3,medium,7.0,0,184.8352210946844,yes
finance,0,3,medium,4.0,0,177.37960265856648,yes
engineering,0,3,medium,4.0,0,177.08368279581546,yes
retail,0,3,medium,6.0,0,184.2797356542456,yes
sales,0,3,medium,6.0,0,184.4496032543326,yes
marketing,0,3,medium,6.0,1,182.76229010567684,yes
marketing,0,3,medium,6.0,0,183.24403536955376,yes
support,0,4,high,6.0,0,182.95953746446187,yes
retail,0,3,medium,6.0,0,184.41645042934053,yes
operations,0,4,high,6.0,0,183.8302440492739,yes
support,0,4,high,3.0,0,174.66898888453207,yes
logistics,0,3,medium,6.0,0,181.7226211230739,yes
sales,0,4,medium,6.0,0,182.5405693410476,yes
sales,0,3,medium,4.0,0,175.9472615362698,yes
retail,0,3,medium,5.0,0,178.95496027950665,yes
engineering,0,3,high,5.0,0,180.92340678129287,yes
operations,0,2,medium,6.0,0,181.6897752898473,yes
finance,0,4,medium,5.0,0,181.4069398368777,no
operations,0,4,medium,7.0,1,186.18574194604545,yes
operations,0,4,medium,5.0,1,180.76667073155403,yes
sales,1,3,medium,7.0,1,185.3485740697996,yes
retail,0,3,medium,7.0,0,185.42899793186075,yes
engineering,0,3,low,4.0,0,178.49880332715813,yes
retail,0,2,medium,7.0,0,185.75982873757,yes
retail,0,3,medium,5.0,0,179.60819235896943,yes
support,0,3,medium,7.0,0,185.483387514502,yes
retail,0,3,medium,5.0,0,180.7819004625705,yes
retail,0,3,medium,5.0,0,179.4530963106626,yes
sales,0,2,high,5.0,0,180.2730766353012,yes
engineering,0,3,high,6.0,1,182.23963604255053,yes
operations,0,3,medium,4.0,0,177.62546602683375,yes
engineering,0,4,medium,5.0,0,179.58762239764732,yes
operations,0,3,high,7.0,1,187.0082767735528,yes
retail,0,4,high,6.0,0,182.3606425910069,yes
retail,0,3,medium,7.0,0,184.75497997805724,yes
