POSITION,PROMOTION,ASSIGNMENTs,SALARY,SENIORITY_YEARS,GENDER,ABSENCES,TURNOVER
engineering,0,4,medium,8.0,0,187.65855222657893,yes
retail,0,4,high,6.0,0,182.3606425910069,yes
operations,0,3,medium,6.0,0,181.99374959305567,no
engineering,0,3,medium,8.0,0,187.94223910955048,no
IT,0,3,medium,7.0,0,187.26652610500943,no
retail,0,3,medium,6.0,1,183.32810533933164,no
engineering,0,3,medium,6.0,0,183.69976570288827,no
retail,0,3,medium,7.0,0,185.5431214550992,no
marketing,0,2,low,7.0,0,184.8276786791884,no
support,0,3,high,4.0,1,177.97889287702338,no
operations,0,3,medium,7.0,0,186.62171936962787,no
finance,0,3,medium,8.0,0,188.48145713706617,yes
support,0,3,medium,6.0,0,184.1912183856097,no
operations,0,2,high,6.0,0,184.30450580038848,yes
engineering,0,3,medium,5.0,0,181.4591856144401,yes
operations,0,4,medium,7.0,0,187.04940681413444,yes
sales,0,3,high,4.0,1,177.9449063587432,no
sales,0,3,medium,4.0,1,176.05691231355752,yes
sales,0,2,medium,3.0,0,175.42413957319505,no
logistics,0,4,medium,8.0,0,189.6031897040945,no
retail,0,4,medium,7.0,0,184.9884333927114,no
retail,0,4,medium,9.0,1,192.5800504028072,no
retail,0,2,medium,5.0,0,180.51008395916585,no
retail,0,4,medium,5.0,0,178.69129394911394,no
retail,0,3,medium,7.0,0,185.18015092177487,no
logistics,0,3,medium,4.0,0,178.27504900961443,yes
admin,0,3,medium,6.0,0,181.61272055954825,no
IT,0,3,medium,6.0,0,183.4419972661616,no
admin,0,4,medium,5.0,0,179.921550898172,no
operations,0,3,high,5.0,0,180.01114333236268,no
operations,0,3,high,9.0,0,193.19149401928823,no
operations,0,4,high,8.0,0,188.7141935308095,no
sales,0,4,medium,5.0,0,180.3035393797553,no
engineering,0,2,medium,9.0,0,191.0077805359388,no
sales,0,3,medium,5.0,0,180.62369000234025,no
sales,0,3,medium,7.0,0,186.48560172781984,yes
sales,0,3,high,7.0,0,187.0216951318544,no
admin,0,4,medium,7.0,0,185.11527198147,no
sales,0,4,medium,5.0,0,181.3536651264749,no
engineering,0,3,medium,8.0,0,187.87607648507145,no
operations,0,3,medium,8.0,0,188.6607790532015,yes
retail,0,4,medium,9.0,0,192.2338820657588,no
engineering,0,3,medium,5.0,0,180.36111079617427,no
finance,0,4,low,6.0,0,183.43994734952568,no
engineering,0,4,medium,8.0,0,187.55815562521647,no
sales,0,4,medium,4.0,1,178.3298843708704,no
operations,0,3,medium,6.0,0,182.76817134900813,no
sales,0,3,medium,8.0,0,188.0759409156648,yes
engineering,0,3,low,4.0,0,178.29053058906274,no
logistics,0,3,medium,7.0,0,187.36195462433733,yes
retail,0,3,medium,5.0,0,181.2869593999044,no
engineering,0,3,high,5.0,1,180.6046793443288,no
retail,0,3,medium,6.0,0,182.10489455206823,no
operations,0,3,medium,5.0,0,181.2637680936884,no
sales,0,3,low,7.0,0,184.9021869235442,no
operations,0,3,medium,6.0,0,183.978126911311,no
operations,0,3,medium,8.0,0,187.81136723309163,no
logistics,0,3,high,6.0,1,181.8809046479462,no
support,0,3,medium,8.0,0,190.1533174322913,no
engineering,0,2,high,6.0,1,182.9155144161041,no
admin,0,3,high,8.0,0,190.1796875436509,no
admin,0,3,medium,8.0,0,189.5390814767489,no
sales,0,4,medium,7.0,0,186.3950946902789,no
marketing,0,3,medium,5.0,0,180.8434584791148,no
logistics,0,3,medium,8.0,0,189.9770836666696,no
operations,0,3,medium,7.0,0,185.79297581684628,no
IT,0,3,medium,8.0,0,189.9337716279881,no
retail,0,3,medium,8.0,1,187.90183170549585,yes
support,0,4,low,4.0,0,176.34480895980414,no
operations,0,4,medium,6.0,1,183.2483966296116,no
retail,0,3,medium,6.0,0,184.16520156938128,no
marketing,0,4,medium,6.0,0,183.2005771280543,no
engineering,0,4,medium,5.0,0,181.49019309080245,no
logistics,0,4,low,6.0,1,182.0089822812745,yes
operations,0,3,medium,8.0,0,187.9864780545442,yes
engineering,0,2,medium,6.0,0,182.9515053569268,yes
retail,0,4,medium,8.0,0,189.7556052916974,yes
marketing,0,3,medium,7.0,0,186.48301271626696,yes
sales,0,4,low,8.0,0,188.1897687174229,yes
operations,0,3,medium,6.0,1,183.5489664774967,yes
sales,0,4,low,6.0,0,181.7922350935706,yes
retail,1,3,low,5.0,1,180.09360934514194,no
operations,0,3,low,7.0,1,185.072901490939,no
sales,0,4,medium,5.0,0,179.53446367251266,yes
engineering,0,3,medium,7.0,0,187.46863864356635,yes
operations,0,3,low,6.0,0,182.6426663027217,no
admin,0,2,medium,5.0,0,181.0722025103632,no
sales,0,3,medium,9.0,0,190.6881743379488,no
finance,0,4,high,6.0,0,182.38151190414823,no
retail,0,3,medium,7.0,0,185.86741684940748,yes
admin,0,4,medium,6.0,0,184.3848053269156,no
engineering,0,3,medium,8.0,0,187.9456394109829,yes
support,1,3,medium,5.0,0,178.74620922252555,yes
logistics,0,3,medium,5.0,0,181.11702017252256,no
operations,0,2,medium,6.0,0,182.7080955879132,no
sales,0,3,medium,6.0,1,184.2734598654417,no
marketing,0,3,high,8.0,0,187.6333947785817,yes
retail,0,2,medium,6.0,0,183.1162828771788,yes
retail,0,4,low,7.0,1,185.0445916229468,no
sales,0,4,medium,6.0,0,182.91728833654383,yes
retail,0,3,medium,6.0,1,183.88006950418367,no
retail,0,3,medium,6.0,0,184.02437800480945,yes
sales,0,3,medium,5.0,0,181.25215696780165,yes
operations,0,4,medium,6.0,0,183.3290669415647,no
operations,0,4,high,5.0,0,180.32384438575045,yes
engineering,0,3,low,6.0,0,181.74083391182987,no
engineering,0,3,medium,7.0,0,185.06612017506933,no
admin,0,4,low,8.0,1,189.44330990298795,no
retail,0,3,low,7.0,0,187.0913880430702,no
operations,0,4,medium,5.0,0,180.4519782824852,no
marketing,0,3,high,8.0,0,188.37013936708345,yes
engineering,0,3,high,5.0,1,181.379022419554,no
sales,0,3,high,7.0,1,185.44934797592347,no
operations,0,3,medium,4.0,1,177.6186578091428,yes
engineering,0,2,high,6.0,0,183.88779198283845,yes
sales,0,3,high,5.0,0,179.34907675726345,no
admin,0,3,medium,8.0,0,188.7199026659319,no
logistics,0,4,low,8.0,0,189.8602319533404,no
support,0,3,medium,7.0,0,185.2774874591332,no
engineering,0,3,medium,3.0,1,175.03300355809893,no
operations,0,4,medium,5.0,1,181.0401009228073,no
engineering,0,4,low,6.0,0,184.06986114085527,yes
support,0,3,low,6.0,0,183.58727666525817,yes
logistics,0,3,medium,6.0,1,183.1091680105712,no
IT,0,3,high,7.0,0,187.3972148336079,yes
marketing,0,2,low,7.0,0,186.27916194621508,yes
sales,0,3,low,8.0,0,189.90421148598645,no
marketing,1,4,medium,5.0,0,180.40435095745767,no
support,0,4,medium,7.0,0,185.7018937104396,no
sales,0,3,medium,8.0,0,188.77480678496616,no
support,0,3,medium,9.0,1,190.51900304274,no
IT,0,3,low,5.0,0,181.26446417337195,no
operations,0,3,medium,5.0,0,179.48473173695862,no
admin,0,3,medium,6.0,0,182.2463933157876,no
sales,0,3,medium,7.0,1,186.06554930853528,no
retail,0,3,medium,7.0,0,186.3991072823476,yes
admin,0,3,medium,6.0,0,184.212415396871,no
admin,0,4,high,5.0,0,181.14295615536423,no
sales,1,3,high,4.0,0,177.99760158327285,no
retail,0,3,medium,5.0,1,180.5162236631328,no
marketing,0,3,medium,6.0,1,183.67489083420145,no
support,0,2,medium,6.0,0,183.3796365815797,no
operations,0,4,medium,7.0,0,185.74335673480127,no
engineering,0,3,medium,7.0,0,184.98071663283605,no
admin,0,3,medium,6.0,0,183.6620822551526,no
retail,0,4,medium,6.0,1,181.60419907250048,no
sales,0,3,medium,6.0,0,184.2525716004791,no
sales,0,4,high,10.0,0,193.84707962365445,no
sales,0,4,low,4.0,1,177.9607829617269,no
marketing,0,4,medium,6.0,0,181.80901200931925,no
sales,0,4,medium,7.0,0,185.0713957653616,no
retail,0,3,medium,6.0,0,183.08989397556687,no
sales,0,3,low,8.0,0,187.5779254905965,yes
sales,0,3,medium,5.0,0,181.46662114535383,no
sales,0,4,low,6.0,0,181.77502611585027,no
engineering,0,4,low,8.0,0,187.88971838588168,yes
sales,0,3,low,6.0,0,182.5272946127369,no
finance,0,3,medium,6.0,1,181.925993367492,yes
logistics,0,4,medium,7.0,0,187.27435492138235,no
retail,0,4,medium,7.0,0,186.59292832678503,yes
operations,0,3,medium,4.0,0,177.0117639590258,yes
finance,1,3,medium,6.0,0,182.99932828271963,no
engineering,0,3,low,5.0,0,181.251877963319,yes
sales,0,3,low,8.0,0,187.93325495454025,yes
admin,0,4,medium,8.0,0,187.7940755571285,yes
sales,0,4,medium,6.0,0,183.7375493559873,yes
retail,0,4,medium,6.0,0,182.8818281704345,no
IT,0,4,low,7.0,0,185.78920969767853,no
marketing,0,3,medium,5.0,0,180.97831052801564,no
IT,0,4,low,8.0,0,187.62446502036343,no
sales,0,4,medium,7.0,1,187.0239790485384,yes
support,0,4,medium,6.0,1,184.1321534123208,no
sales,0,3,medium,7.0,0,185.05246688279377,no
retail,0,3,medium,7.0,0,187.1682756315388,no
sales,0,3,medium,4.0,0,177.7873501958419,yes
finance,0,4,medium,8.0,0,189.5990324230785,yes
sales,0,4,medium,6.0,0,182.80982019807607,yes
sales,0,3,low,6.0,0,184.331892874002,yes
IT,0,5,medium,4.0,0,177.3082336596798,no
engineering,0,3,low,6.0,0,184.2522235584916,no
logistics,0,3,medium,8.0,0,188.4647287433465,yes
support,0,3,medium,6.0,0,184.3672542449355,no
retail,0,2,medium,5.0,1,181.3966887345479,no
marketing,0,3,medium,7.0,0,187.05372802629384,no
operations,0,3,medium,7.0,0,185.7072734757738,yes
finance,0,3,medium,6.0,1,181.60074987727208,yes
operations,0,3,medium,8.0,0,188.24110805470724,yes
sales,0,3,medium,7.0,0,186.40909745613075,no
marketing,0,4,medium,5.0,0,178.87038557634017,yes
retail,0,3,medium,7.0,1,187.4193701052621,yes
sales,0,4,medium,5.0,0,180.7873501089581,yes
engineering,0,3,high,7.0,1,186.47911673537627,no
marketing,0,3,medium,5.0,1,180.40798889310776,no
retail,0,4,high,5.0,1,180.1021922167811,yes
logistics,0,3,medium,6.0,0,183.10133606251983,no
support,0,3,high,6.0,0,182.75090160460005,no
retail,0,3,medium,9.0,1,191.3244616248187,no
retail,0,4,low,7.0,0,185.547642846156,no
retail,0,3,low,7.0,0,187.2618574805477,no
sales,0,3,high,8.0,0,189.1703361472228,no
sales,0,3,medium,5.0,0,181.29239042239925,no
logistics,0,4,high,8.0,1,187.736006705144,yes
admin,0,3,medium,5.0,1,179.345731659573,yes
engineering,0,3,low,6.0,0,182.63893114752585,no
sales,0,4,medium,7.0,1,185.61809506990284,no
IT,0,2,medium,5.0,0,179.1556753333253,no
retail,0,4,low,6.0,0,183.57972633530565,no
engineering,0,4,medium,5.0,0,181.22213064081816,no
retail,0,3,high,7.0,1,185.1727204295656,no
retail,0,4,medium,6.0,0,182.41474026667763,no
admin,0,3,medium,5.0,0,181.20686021840584,no
sales,0,3,high,9.0,0,191.70843789888323,no
operations,0,3,medium,8.0,0,190.09925174334364,no
engineering,0,4,medium,8.0,0,188.68716202402177,no
sales,0,3,medium,4.0,0,177.58374382373896,yes
engineering,0,4,medium,8.0,0,187.5525959518721,yes
retail,0,4,medium,6.0,0,181.81320319969524,no
engineering,0,4,medium,5.0,0,181.07875523316503,yes
sales,0,4,low,5.0,0,180.70987319818272,no
support,0,3,high,9.0,0,190.7523840484293,no
support,0,3,high,8.0,0,189.3280352113796,yes
marketing,0,3,medium,7.0,0,187.34778142927672,yes
sales,0,4,high,8.0,0,188.56132278209344,no
engineering,0,3,medium,6.0,0,181.87842214938064,no
engineering,0,4,medium,5.0,1,180.6253199499112,no
retail,0,3,medium,7.0,0,185.1026338428572,no
retail,0,3,medium,8.0,0,188.7417458849854,no
support,0,3,medium,5.0,1,179.7506897024951,no
retail,0,4,high,8.0,0,188.4987835974229,yes
sales,0,3,medium,6.0,1,182.3931626938478,no
admin,0,4,medium,6.0,0,183.06449965739043,no
sales,0,3,high,8.0,0,189.1406742307317,no
engineering,0,4,medium,9.0,0,192.0913344663041,no
support,0,2,medium,8.0,0,189.35664844959047,no
engineering,0,4,low,7.0,0,187.38674227919043,yes
finance,0,4,low,8.0,1,187.94963765929936,yes
operations,0,4,medium,8.0,0,188.0935485957393,yes
IT,0,3,high,7.0,1,184.7499398910745,no
sales,0,3,low,7.0,1,186.6023456680112,yes
retail,0,3,medium,9.0,0,193.06872538516967,no
operations,0,4,high,6.0,0,182.79266613097263,no
sales,0,4,high,8.0,0,188.94176214619776,yes
marketing,0,3,medium,4.0,0,176.38355885679735,yes
sales,0,2,medium,6.0,0,183.21156333082703,no
engineering,0,4,medium,8.0,0,189.88557029667425,no
finance,0,3,low,5.0,0,180.16614450207635,no
operations,0,4,medium,7.0,0,186.2375165586853,no
operations,0,4,medium,7.0,0,184.7959768730697,no
operations,0,4,medium,7.0,0,186.6970188955555,no
IT,0,4,medium,8.0,1,189.84371846888223,no
admin,0,3,high,8.0,0,188.3063124532846,yes
retail,0,3,medium,7.0,0,186.38727945000105,yes
operations,0,3,medium,8.0,0,188.7818355599885,no
support,0,3,medium,5.0,1,180.42534069415265,yes
finance,0,3,high,7.0,0,185.32655679610664,yes
engineering,0,3,medium,6.0,0,182.54884545902505,no
sales,0,3,medium,7.0,0,187.35127172207268,yes
engineering,0,4,medium,8.0,0,189.26338230085665,yes
sales,0,3,medium,6.0,1,181.86811228323725,yes
marketing,0,3,medium,6.0,0,183.3971226036766,yes
admin,0,3,medium,7.0,0,187.03837704703105,yes
retail,0,3,medium,6.0,0,182.26082519653443,no
marketing,0,2,medium,7.0,0,185.20855623544136,no
support,0,4,medium,7.0,0,186.0880237407955,no
support,0,2,high,4.0,0,176.9933474945507,no
support,0,3,medium,7.0,0,187.3911960943213,no
admin,0,4,medium,7.0,0,185.8345290649857,yes
sales,0,2,medium,9.0,0,190.8745435270028,no
sales,0,4,medium,5.0,0,180.03138331006178,no
engineering,1,3,medium,6.0,0,182.44634669606305,no
support,0,3,medium,5.0,0,179.41223381708318,yes
marketing,0,3,medium,7.0,0,186.3758212884686,yes
engineering,0,3,medium,6.0,0,184.3287872154745,no
operations,0,3,medium,8.0,0,187.57054934938617,yes
sales,0,4,medium,9.0,0,192.4572444393121,no
sales,0,3,medium,7.0,0,185.84052943340765,no
engineering,0,3,medium,9.0,0,190.74123461532432,no
finance,0,3,high,8.0,0,190.35094487730024,no
engineering,0,4,low,5.0,0,180.32108924020588,no
support,0,3,medium,6.0,0,182.3250679126457,no
retail,0,3,medium,7.0,0,185.252066494714,no
sales,0,3,low,8.0,0,187.90538919669908,yes
sales,0,3,medium,8.0,0,189.2199214753836,yes
sales,0,3,medium,6.0,1,181.65451625326529,no
marketing,0,3,low,9.0,0,192.5707982741387,no
sales,0,3,medium,5.0,0,180.20960149003088,no
operations,0,3,medium,6.0,0,182.3889106692039,no
logistics,0,4,medium,9.0,0,190.55214535274808,no
admin,0,4,medium,7.0,0,186.1225054263436,no
operations,0,3,medium,8.0,0,188.5416887659947,yes
retail,0,3,low,6.0,0,183.40913984257747,yes
engineering,0,4,medium,4.0,0,176.72793370715465,no
retail,0,2,low,7.0,0,184.5312576265869,no
retail,0,3,medium,9.0,0,190.59416646192824,no
admin,0,3,low,5.0,0,179.08251245830428,no
support,0,3,high,7.0,0,186.68185794045368,no
marketing,0,3,medium,7.0,0,184.95952354373165,no
support,0,4,medium,6.0,0,183.3948023166384,no
retail,0,4,medium,8.0,0,188.8888193634529,no
support,0,3,medium,8.0,0,188.5305205392285,no
sales,0,4,medium,8.0,0,188.7209133116137,yes
engineering,0,3,low,5.0,0,179.26855783100973,no
IT,0,2,medium,8.0,1,190.2993923579077,no
finance,0,3,medium,8.0,0,188.1522328659303,no
support,0,3,medium,6.0,0,184.38478045497715,no
marketing,0,3,low,8.0,0,189.9326213087807,no
engineering,0,4,high,6.0,1,183.6499487076632,no
retail,0,3,medium,7.0,0,185.6928669826966,no
retail,0,3,medium,7.0,0,186.31488381514367,no
operations,0,3,medium,5.0,0,178.53041678503206,yes
engineering,0,3,high,7.0,1,185.2006053650261,yes
support,0,3,medium,8.0,0,188.70537058458203,yes
operations,0,4,medium,8.0,0,188.60284109350488,no
engineering,0,3,medium,5.0,1,179.899071941365,yes
operations,0,4,medium,5.0,0,179.93389330562803,no
finance,0,3,high,6.0,0,183.06509876455493,yes
sales,0,3,medium,7.0,0,187.1334891676311,yes
retail,0,3,low,4.0,1,178.32926719866492,no
engineering,0,4,medium,7.0,0,185.40717353782787,yes
sales,0,3,low,7.0,0,187.4896676501981,yes
engineering,0,4,medium,6.0,0,184.01180910642688,no
retail,0,3,high,7.0,0,185.6716468971227,no
logistics,0,3,medium,5.0,0,180.86292608852105,no
retail,0,3,medium,8.0,0,188.7675154520763,yes
retail,0,4,medium,6.0,0,182.99169430549816,no
sales,0,3,medium,6.0,1,181.56097981503945,no
sales,0,4,high,6.0,0,183.5050498343529,no
engineering,0,3,medium,5.0,0,181.2794418249431,no
operations,0,3,medium,7.0,0,184.57069920679007,no
operations,0,4,low,6.0,0,182.3088848960322,no
support,0,3,medium,6.0,1,183.94363476154456,no
engineering,0,3,low,6.0,0,181.85595113056965,no
retail,0,4,low,7.0,0,185.46113711979524,no
operations,0,4,medium,7.0,0,185.69685243821152,no
operations,0,4,medium,8.0,0,189.14224803461155,no
sales,0,3,medium,4.0,1,177.5482382627779,no
engineering,0,4,high,5.0,1,179.77028089490776,no
operations,0,4,medium,6.0,0,183.1536693630287,no
engineering,0,3,medium,5.0,0,178.8690583589988,no
finance,0,3,medium,8.0,1,189.07459146705853,yes
support,0,3,medium,5.0,1,179.61449955618613,yes
engineering,0,2,high,4.0,0,175.92400284189816,yes
support,0,2,medium,5.0,0,179.9812970288009,yes
IT,0,3,medium,7.0,1,184.65843249943785,no
retail,0,3,low,7.0,0,185.9049624526514,no
marketing,0,5,high,6.0,0,181.99102369885009,no
logistics,0,3,medium,6.0,1,183.1346462023006,no
operations,0,3,medium,6.0,0,182.80233435932087,no
retail,0,3,medium,5.0,0,180.7819004625705,yes
support,0,4,high,5.0,0,181.00171792377463,no
retail,0,3,low,7.0,1,187.48153992583403,no
retail,0,3,medium,6.0,0,183.907319918529,no
sales,0,3,high,7.0,0,184.9741835481776,yes
logistics,0,3,low,5.0,0,181.06182121890737,no
engineering,0,4,medium,6.0,1,182.5822376568197,no
sales,0,3,medium,6.0,0,182.27491125779363,no
operations,0,3,medium,7.0,0,186.3238103464068,no
engineering,0,3,medium,6.0,1,183.71496651766017,no
retail,0,4,medium,5.0,0,181.4824734785668,no
engineering,0,4,low,5.0,1,181.4576203593773,no
engineering,0,3,medium,5.0,1,179.99280514828894,yes
retail,0,3,medium,7.0,1,185.13390829454315,no
logistics,0,4,high,8.0,0,189.2848030826761,no
engineering,0,3,high,6.0,0,183.21604438318988,no
retail,0,4,medium,8.0,1,187.68919748751625,yes
retail,0,4,low,5.0,0,180.40234235011377,yes
sales,0,4,medium,7.0,0,187.41181234921183,no
operations,0,3,medium,8.0,1,187.7252291123781,yes
retail,0,3,medium,5.0,0,178.8439691308147,yes
retail,0,3,low,5.0,0,180.34555316665347,no
sales,0,4,medium,8.0,1,188.15774028351564,yes
sales,0,4,medium,7.0,0,184.70493861458613,no
operations,0,4,medium,6.0,0,183.62823088279453,no
logistics,0,3,medium,8.0,0,189.44502233090503,no
sales,0,3,medium,7.0,0,186.23621925505435,no
logistics,0,5,medium,7.0,0,186.87314666060905,no
operations,0,4,medium,6.0,0,183.8433431742576,no
sales,0,3,low,8.0,0,187.73228535182744,yes
marketing,0,3,low,9.0,1,190.8523928480053,no
retail,0,4,medium,5.0,0,179.67579423691458,no
retail,0,4,low,7.0,1,186.287109022135,yes
operations,0,3,medium,8.0,1,188.3907149398873,yes
IT,0,3,high,5.0,1,179.2045287467464,no
operations,0,2,medium,6.0,0,183.8792613910506,no
finance,0,4,medium,8.0,0,189.3276547948068,no
sales,0,3,medium,6.0,0,181.95097411981624,no
sales,0,2,medium,7.0,0,186.0673740219772,no
engineering,0,3,medium,8.0,0,190.1602444094095,no
sales,0,3,medium,9.0,0,192.16729800245128,yes
engineering,0,3,medium,7.0,0,184.91361920335623,no
operations,0,3,medium,8.0,1,189.6823505839912,no
marketing,0,3,medium,11.0,0,196.5348081338417,no
sales,0,3,medium,6.0,1,183.8850950553137,no
engineering,0,4,medium,7.0,0,187.41295085116764,no
retail,0,3,medium,4.0,0,176.31290824336003,no
sales,0,3,medium,7.0,1,185.36542815051723,no
operations,0,4,medium,7.0,0,184.51826077561705,no
engineering,0,3,medium,7.0,1,186.81676839826585,no
marketing,0,3,medium,7.0,0,186.77572679433533,yes
operations,0,4,high,7.0,0,186.75288929980744,no
sales,0,4,medium,9.0,0,190.6461930027288,no
operations,0,3,medium,8.0,0,188.91559108659425,no
sales,0,3,medium,8.0,0,188.5296715523332,no
admin,0,4,medium,7.0,0,187.3453429336292,yes
sales,0,4,high,5.0,0,179.07169835834074,no
sales,0,3,medium,8.0,0,189.0081764883129,no
engineering,0,4,high,7.0,1,186.8713537617835,no
support,0,4,low,4.0,0,177.5532209794647,no
retail,0,3,high,5.0,1,179.41114857251534,no
marketing,0,3,medium,8.0,0,188.9347304476677,no
engineering,0,4,medium,8.0,0,187.5091469577684,yes
retail,0,3,medium,8.0,0,189.22466828200737,yes
operations,1,3,low,7.0,0,185.09011857795088,no
operations,0,4,high,8.0,0,188.54405767167995,yes
marketing,0,3,high,8.0,0,188.8593141389087,no
operations,0,4,medium,7.0,0,187.46763026821063,no
sales,0,3,high,7.0,1,186.36052233817512,yes
engineering,0,3,medium,7.0,0,184.8352210946844,yes
finance,0,4,medium,6.0,0,184.10929002313625,no
retail,0,3,medium,7.0,0,184.6727314119165,no
sales,0,3,high,7.0,0,185.2847082138536,no
sales,0,3,medium,4.0,0,178.31026588698086,yes
sales,0,2,medium,6.0,0,181.50401653317687,no
operations,0,3,medium,7.0,0,186.22292828680904,no
retail,0,3,medium,7.0,1,184.56830100642568,no
sales,0,4,medium,7.0,0,187.2216169708838,no
sales,0,3,medium,6.0,0,183.57384948485128,no
support,0,4,medium,9.0,0,191.352454925156,no
operations,0,3,medium,7.0,0,187.2669704306864,yes
operations,0,4,medium,6.0,0,182.15999073576967,yes
sales,0,3,medium,6.0,1,183.5832591280937,no
sales,0,4,medium,8.0,0,188.56711654010752,yes
engineering,0,3,medium,7.0,0,186.9698722934542,yes
retail,0,3,low,7.0,0,187.25947382886145,yes
retail,0,3,medium,4.0,0,176.46679423113275,yes
admin,0,3,medium,5.0,0,180.8159212545972,no
sales,0,3,high,5.0,1,179.12970853171035,no
admin,0,3,medium,6.0,0,183.92549172744285,no
IT,0,3,high,5.0,0,179.35643244047566,no
retail,0,4,medium,8.0,0,188.42026556390235,yes
operations,0,3,medium,5.0,0,178.68871873352737,yes
marketing,0,3,medium,7.0,0,185.1353553325871,no
retail,0,3,medium,8.0,0,189.56104685930595,no
operations,0,4,medium,9.0,0,191.74885290382383,no
engineering,0,4,medium,5.0,0,180.21623589215625,yes
engineering,0,3,medium,4.0,0,178.03368043695127,no
engineering,0,4,medium,6.0,0,182.3396697788134,yes
logistics,0,3,medium,7.0,0,186.17212322814697,yes
logistics,0,3,medium,6.0,1,182.00493314621977,no
admin,0,3,medium,6.0,0,182.72331044121665,no
sales,0,4,medium,5.0,1,181.39693397845272,no
finance,0,3,medium,5.0,0,180.44377957975576,yes
marketing,0,3,medium,8.0,0,188.7140037286442,yes
sales,0,3,medium,8.0,0,187.5986546473992,yes
sales,0,4,medium,7.0,0,187.38244580794063,no
sales,0,3,medium,4.0,0,175.9472615362698,yes
logistics,0,3,medium,7.0,0,184.72498986904907,yes
engineering,0,4,medium,7.0,1,187.0426112278171,no
marketing,0,3,medium,6.0,0,181.79095704872336,no
support,0,3,low,8.0,0,187.65170195689183,no
sales,0,4,medium,5.0,0,181.42585851183333,no
support,0,3,high,5.0,0,180.6548624578025,yes
marketing,0,4,high,9.0,0,192.93049042303903,no
sales,0,3,medium,5.0,1,180.3712919064697,yes
marketing,0,3,high,5.0,1,179.25904999943947,no
sales,0,4,medium,6.0,1,184.3201195239174,no
admin,0,3,medium,8.0,1,189.1127725617021,yes
logistics,0,3,medium,5.0,1,181.0368168404785,no
engineering,0,3,high,6.0,1,183.32517272169773,yes
retail,0,4,medium,6.0,0,183.2165584955821,no
admin,0,3,medium,8.0,0,189.41595989323656,no
engineering,0,3,low,6.0,0,183.91288486084028,yes
engineering,0,3,medium,9.0,0,192.74215679292607,no
logistics,0,2,medium,7.0,0,186.7798009234844,no
retail,0,3,low,5.0,0,180.8864930279873,no
logistics,0,4,medium,7.0,1,187.08266849197565,no
sales,0,3,low,6.0,1,183.92591475758024,no
support,0,4,medium,5.0,0,180.9710032992953,no
retail,0,3,high,6.0,0,182.53428968531745,no
operations,0,4,medium,5.0,0,179.14431028740137,no
retail,0,3,low,8.0,0,188.82085414894613,yes
marketing,0,4,medium,5.0,0,181.08003132969907,yes
admin,0,3,high,8.0,1,188.4259687504271,yes
finance,0,3,medium,7.0,1,184.6711439076751,no
retail,0,3,medium,7.0,0,187.3509766920428,no
support,0,3,medium,8.0,1,188.13637028264003,yes
operations,0,3,medium,7.0,0,187.13308932484816,no
sales,0,3,low,8.0,1,189.45907159623107,yes
marketing,0,3,medium,6.0,1,183.627273105862,no
support,0,3,medium,5.0,0,180.82369672715325,no
sales,1,3,high,6.0,0,183.18107728764235,no
marketing,1,4,medium,5.0,0,179.05250494112224,no
IT,0,3,high,7.0,1,185.70497271030072,no
retail,0,2,medium,8.0,0,188.79844065842144,yes
retail,0,4,medium,5.0,0,180.27885051067287,no
operations,0,4,medium,9.0,0,190.557393490058,no
engineering,0,3,medium,6.0,0,182.04457627478,no
operations,0,2,high,5.0,0,180.74517677605365,no
engineering,0,4,medium,6.0,1,181.55817285569992,no
engineering,0,3,medium,6.0,0,182.1753555757884,yes
logistics,0,3,medium,5.0,0,178.5537669244842,no
retail,0,4,medium,7.0,0,186.0867069061836,no
engineering,0,3,medium,8.0,0,189.42431205697488,no
operations,0,3,medium,7.0,0,184.5317818981506,no
marketing,0,4,medium,6.0,0,181.7894817420269,no
sales,0,4,low,6.0,0,182.86568720351352,no
operations,0,4,medium,5.0,0,180.09399482108776,no
sales,0,3,medium,8.0,0,187.74895313837663,yes
marketing,0,3,medium,7.0,0,185.1953547703398,no
retail,0,4,medium,10.0,0,193.51853829452472,no
engineering,0,3,high,8.0,0,187.5601733830352,no
retail,0,3,low,8.0,0,188.62562037595845,no
retail,0,3,medium,5.0,0,181.15083606804072,yes
engineering,0,4,medium,7.0,0,185.92148969694185,yes
admin,0,3,medium,5.0,0,179.90473595120767,no
sales,0,3,low,3.0,0,174.1704452686186,no
marketing,0,3,low,8.0,0,189.4434785564654,yes
retail,0,3,medium,7.0,1,187.16967409104663,yes
retail,0,4,medium,8.0,0,187.78682642890865,yes
admin,0,3,low,5.0,0,180.2368034680749,no
sales,0,3,medium,4.0,0,178.45897766891858,yes
engineering,0,3,high,6.0,0,183.88465456472943,no
admin,0,3,low,4.0,0,177.36155785581423,no
admin,0,3,medium,7.0,1,187.3860406112645,yes
retail,0,3,medium,5.0,1,180.39621502033765,no
engineering,0,3,medium,4.0,1,177.7996580052775,no
marketing,0,3,medium,6.0,0,182.3802724947776,yes
sales,0,4,high,6.0,0,181.81869081768968,no
operations,0,3,medium,8.0,0,188.49450387509225,yes
operations,0,4,low,7.0,1,186.5030496935935,no
retail,0,3,medium,7.0,0,185.3916981846792,yes
engineering,0,4,medium,7.0,1,186.8526717079987,no
